transaction_entity,entity_id,amount,currency,fee (exclusive tax),tax,debit,credit,payment_method,card_type,issuer_name,entity_created_at,payment_captured_at,payment_notes,refund_notes,arn,entity_description,order_id,order_receipt,order_notes,dispute_id,dispute_created_at,dispute_reason,settlement_id,settled_at,settlement_utr,settled_by
payment,pay_g5ttWCny7ZsTM5,1959.00,INR,39.18,7.05,0.00,1912.77,card,credit,,10/07/2026 07:13:29,2026-07-10 07:13:29,[],,,,order_vxNgph1tdZnBOa,rcpt-68970,[],,,,setl_AIZLEK5UBKpFxB,46217.301030092596,CITIN26071430253445,Razorpay
payment,pay_XLNX1QmoDkd12E,17216.50,INR,344.33,61.98,0.00,16810.19,upi,,,2026-07-10 14:26:58,46213.602060185185,[],,,,order_XDzETZLMySATYI,rcpt-85663,[],,,,setl_AIZLEK5UBKpFxB,2026-07-14 14:26:58,CITIN26071430253445,Razorpay
payment,pay_ipASsqCYxewYPP,2372.00,INR,47.44,8.54,0.00,2316.02,upi,,,2026-10-07 21:39:27,2026-07-10 21:39:27,[],,,,order_yoI9bTXgL7LaXk,rcpt-77904,[],,,,setl_AIZLEK5UBKpFxB,2026-07-14 21:39:27,CITIN26071430253445,Razorpay
payment,pay_8njxQSiSrC7oW5,236.00,INR,4.72,0.85,0.00,230.43,wallet,,,2026-07-10 04:52:56,2026-07-10 04:52:56,[],,,,order_B4aa3Faqqr1NHs,rcpt-54504,[],,,,setl_AIZLEK5UBKpFxB,2026-07-14 04:52:56,CITIN26071430253445,Razorpay
payment,pay_rgjaOsWtYa8imN,7221.50,INR,144.43,26.00,0.00,7051.07,upi,,,11/07/2026 11:05:25,2026-07-11 11:05:25,[],,,,order_n9Xudj3aYfPaLI,rcpt-88368,[],,,,setl_j6FqciI6UEdH7R,13/07/2026 11:05:25,CITIN26071347669038,Razorpay
payment,pay_oNHY5T5OcPWil8,822.50,INR,16.45,2.96,0.00,803.09,card,credit,HDFC,2026-07-11 18:18:54,46214.763125,[],,,,order_yhdOYFcgwSbjax,rcpt-12259,[],,,,setl_j6FqciI6UEdH7R,2026-07-13 18:18:54,CITIN26071347669038,Razorpay
payment,pay_YkmZf34Yk0snva,2251.50,INR,45.03,8.11,0.00,2198.36,upi,,,2026-07-11 01:31:23,2026-07-11 01:31:23,[],,,,order_q1BDD2CWbKjfzT,rcpt-16702,[],,,,setl_j6FqciI6UEdH7R,2026-07-13 01:31:23,CITIN26071347669038,Razorpay
payment,pay_7GBzrXiKguhemw,3090.50,INR,61.81,11.13,0.00,3017.56,upi,,,46214.36449074074,11/07/2026 08:44:52,[],,,,order_ps6Xucx1g5pU38,rcpt-54999,[],,,,setl_j6FqciI6UEdH7R,2026-07-13 08:44:52,CITIN26071347669038,Razorpay
payment,pay_gvAhoMXkUrL6gG,4827.00,INR,96.54,17.38,0.00,4713.08,upi,,,2026-07-11 15:57:21,2026-07-11 15:57:21,[],,,,order_mJvx71p4gyWClT,rcpt-41681,[],,,,setl_j6FqciI6UEdH7R,2026-07-13 15:57:21,CITIN26071347669038,Razorpay
payment,pay_1Qbzoe69F5MLzB,5669.50,INR,113.39,20.41,0.00,5535.70,upi,,,2026-07-11 22:10:50,2026-07-11 22:10:50,[],,,,order_dmwbtyDIUzOjjt,rcpt-40788,[],,,,setl_j6FqciI6UEdH7R,2026-07-13 22:10:50,CITIN26071347669038,Razorpay
payment,pay_RexDpKKp51nvOk,928.00,INR,18.56,3.34,0.00,906.10,upi,,,46214.22452546296,11/07/2026 05:23:19,[],,,,order_joH1k7ASAquVFI,rcpt-17557,[],,,,setl_j6FqciI6UEdH7R,2026-07-13 05:23:19,CITIN26071347669038,Razorpay
payment,pay_kl9YeHzN1ALwoE,574.50,INR,11.49,2.07,0.00,560.94,upi,,,2026-07-11 12:36:48,2026-07-11 12:36:48,[],,,,order_0Phz9P0COVM5uP,rcpt-62445,[],,,,setl_j6FqciI6UEdH7R,46216.525555555556,CITIN26071347669038,Razorpay
payment,pay_FCi0SiV3iAThkT,12020.00,INR,240.40,43.27,0.00,11736.33,upi,,,46214.825891203705,2026-07-11 19:49:17,[],,,,order_4maOf1ow8rOEkq,rcpt-81858,[],,,,setl_j6FqciI6UEdH7R,2026-13-07 19:49:17,CITIN26071347669038,Razorpay
payment,pay_VSo3ZMNPihgM9k,813.00,INR,16.26,2.93,0.00,793.81,upi,,,2026-07-11 02:02:46,11/07/2026 02:02:46,[],,,,order_BtJE4qSBJQ2U31,rcpt-61569,[],,,,setl_j6FqciI6UEdH7R,13/07/2026 02:02:46,CITIN26071347669038,Razorpay
payment,pay_nvS4iYQ9jkfZgP,4202.00,INR,73.54,13.24,0.00,4115.22,netbanking,,HDFC,2026-07-11 09:15:15,11/07/2026 09:15:15,[],,,,order_Tm2yrFzyJbym6W,rcpt-88460,[],,,,setl_j6FqciI6UEdH7R,2026-07-13 09:15:15,CITIN26071347669038,Razorpay
payment,pay_qMwy6jEYAXdJ1e,2227.50,INR,44.55,8.02,0.00,2174.93,upi,,,2026-07-11 16:28:44,11/07/2026 16:28:44,[],,,,order_vlxqT2Y7VPHppX,rcpt-10152,[],,,,setl_j6FqciI6UEdH7R,2026-07-13 16:28:44,CITIN26071347669038,Razorpay
payment,pay_KM0krWjtzzrQOu,3395.00,INR,67.90,12.22,0.00,3314.88,upi,,,2026-11-07 23:41:13,2026-07-11 23:41:13,[],,,,order_FWUvUOh07jVoBf,rcpt-86701,[],,,,setl_j6FqciI6UEdH7R,46216.98695601852,CITIN26071347669038,Razorpay
payment,pay_aErCx5SsK3Vk2v,4245.00,INR,84.90,15.28,0.00,4144.82,upi,,,2026-07-11 06:54:42,2026-07-11 06:54:42,[],,,,order_BRmgs9x1i5bPhY,rcpt-22322,[],,,,setl_j6FqciI6UEdH7R,2026-07-13 06:54:42,CITIN26071347669038,Razorpay
payment,pay_dijQvAtRCJGnda,23706.50,INR,474.13,85.34,0.00,23147.03,upi,,,2026-07-11 13:07:11,2026-07-11 13:07:11,[],,,,order_SjtAuYfWMKjcE5,rcpt-82612,[],,,,setl_j6FqciI6UEdH7R,13/07/2026 13:07:11,CITIN26071347669038,Razorpay
payment,pay_64xeBbgOJLgXHE,491.00,INR,17.19,3.09,0.00,470.72,card,credit,AXIS,11/07/2026 20:20:40,2026-07-11 20:20:40,[],,,,order_RDCWzjpNFygRm9,rcpt-88221,[],,,,setl_j6FqciI6UEdH7R,2026-07-13 20:20:40,CITIN26071347669038,Razorpay
payment,pay_R7ljjy32zFRHBc,382.00,INR,7.64,1.38,0.00,372.98,upi,,,2026-07-11 03:33:09,46214.14802083333,[],,,,order_uEeBl0GkyPVN5G,rcpt-92034,[],,,,setl_j6FqciI6UEdH7R,46216.14802083333,CITIN26071347669038,Razorpay
payment,pay_KW5JJcxWudYpTn,1109.50,INR,22.19,3.99,0.00,1083.32,card,credit,,2026-07-11 10:46:38,2026-07-11 10:46:38,[],,,,order_TEEzbcfDtUVpBT,rcpt-99829,[],,,,setl_j6FqciI6UEdH7R,2026-07-13 10:46:38,CITIN26071347669038,Razorpay
payment,pay_13UzkS7U0uAePO,3491.50,INR,41.90,7.54,0.00,3442.06,card,debit,ICICI,11/07/2026 17:59:07,46214.749386574076,[],,,,order_tCGEvU618cYy5O,rcpt-12085,[],,,,setl_j6FqciI6UEdH7R,2026-07-13 17:59:07,CITIN26071347669038,Razorpay
payment,pay_pGEiqW2VhEqvnZ,9309.00,INR,186.18,33.51,0.00,9089.31,card,credit,HDFC,11/07/2026 00:12:36,46214.00875,[],,,,order_f0RHtSTf1DeSSS,rcpt-20833,[],,,,setl_j6FqciI6UEdH7R,2026-13-07 00:12:36,CITIN26071347669038,Razorpay
payment,pay_r1CLFQtS9qkw07,9177.00,INR,183.54,33.04,0.00,8960.42,upi,,,11/07/2026 07:25:05,2026-07-11 07:25:05,[],,,,order_PDTdKmstOeyWZG,rcpt-59746,[],,,,setl_j6FqciI6UEdH7R,2026-07-13 07:25:05,CITIN26071347669038,Razorpay
payment,pay_sj360t9zyD1g39,2214.50,INR,44.29,7.97,0.00,2162.24,upi,,,2026-07-11 14:38:34,46214.61011574074,[],,,,order_DVOjlVa2TXpyBn,rcpt-29347,[],,,,setl_j6FqciI6UEdH7R,2026-07-13 14:38:34,CITIN26071347669038,Razorpay
payment,pay_GIg1iKZ7B5IYcG,339.00,INR,6.78,1.22,0.00,331.00,card,credit,AXIS,46214.91045138889,2026-07-11 21:51:03,[],,,,order_76olcLmBVcvlzT,rcpt-74891,[],,,,setl_j6FqciI6UEdH7R,46216.91045138889,CITIN26071347669038,Razorpay
payment,pay_W7Qm6daTdrDTTu,229.00,INR,2.75,0.50,0.00,225.75,card,debit,KKBK,2026-07-11 04:04:32,2026-07-11 04:04:32,[],,,,order_fipipD6Suvslui,rcpt-66081,[],,,,setl_j6FqciI6UEdH7R,46216.16981481481,CITIN26071347669038,Razorpay
payment,pay_KU2s2NmO8iBWeW,11173.00,INR,279.33,50.28,0.00,10843.39,card,credit,SBIN,2026-07-11 11:17:01,46214.47015046296,[],,,,order_VHLWSDobq8yRMS,rcpt-86310,[],,,,setl_j6FqciI6UEdH7R,13/07/2026 11:17:01,CITIN26071347669038,Razorpay
payment,pay_Zm4HvBmtIAx0UM,6763.50,INR,135.27,24.35,0.00,6603.88,upi,,,2026-07-11 18:30:30,2026-07-11 18:30:30,[],,,,order_qjtvmwOtFa7Sw6,rcpt-65947,[],,,,setl_j6FqciI6UEdH7R,46216.77118055556,CITIN26071347669038,Razorpay
payment,pay_Cph0rml6F0SLV8,345.50,INR,6.91,1.24,0.00,337.35,upi,,,2026-07-11 01:43:59,2026-07-11 01:43:59,[],,,,order_IjqAIME6iZHDPF,rcpt-93146,[],,,,setl_j6FqciI6UEdH7R,46216.07221064815,CITIN26071347669038,Razorpay
payment,pay_vfWYOKUbygRto8,858.50,INR,17.17,3.09,0.00,838.24,upi,,,2026-07-11 08:56:28,2026-07-11 08:56:28,[],,,,order_I8WABxL5PWQyZO,rcpt-45360,[],,,,setl_j6FqciI6UEdH7R,46216.3725462963,CITIN26071347669038,Razorpay
payment,pay_EFgdnDvQiCawDH,9308.00,INR,111.70,20.11,0.00,9176.19,card,debit,SBIN,46214.63190972222,2026-07-11 15:09:57,[],,,,order_gWupjJeOAkvia7,rcpt-66626,[],,,,setl_j6FqciI6UEdH7R,2026-13-07 15:09:57,CITIN26071347669038,Razorpay
payment,pay_MvyhLILR0etFOz,11516.00,INR,230.32,41.46,0.00,11244.22,upi,,,11/07/2026 22:22:26,2026-07-11 22:22:26,[],,,,order_sVT85rJx3j1tgG,rcpt-53942,[],,,,setl_j6FqciI6UEdH7R,46216.93224537037,CITIN26071347669038,Razorpay
payment,pay_dsgsF8ex8AEdfr,2406.00,INR,48.12,8.66,0.00,2349.22,upi,,,2026-07-12 05:35:55,12/07/2026 05:35:55,[],,,,order_DU2j5a5hXVaq0e,rcpt-99514,[],,,,setl_MGhmHmSoDFzyZL,2026-07-14 05:35:55,CITIN26071421021948,Razorpay
payment,pay_IH1JLvydNmsOdT,2261.00,INR,45.22,8.14,0.00,2207.64,card,credit,,2026-07-12 12:48:24,12/07/2026 12:48:24,[],,,,order_nyUuoYvQId49Vd,rcpt-65991,[],,,,setl_MGhmHmSoDFzyZL,14/07/2026 12:48:24,CITIN26071421021948,Razorpay
payment,pay_aVplbEROEJf5CV,8273.00,INR,165.46,29.78,0.00,8077.76,upi,,,2026-07-12 19:01:53,12/07/2026 19:01:53,[],,,,order_wPYGIuUCArXJ9h,rcpt-94514,[],,,,setl_MGhmHmSoDFzyZL,46217.792974537035,CITIN26071421021948,Razorpay
payment,pay_rn5RuM8R9rweCH,4901.50,INR,98.03,17.65,0.00,4785.82,upi,,,2026-07-12 02:14:22,2026-07-12 02:14:22,[],,,,order_1t7X11qIrpfU7G,rcpt-15031,[],,,,setl_MGhmHmSoDFzyZL,46217.093310185184,CITIN26071421021948,Razorpay
payment,pay_DBZkVGxkkvBCti,1183.50,INR,23.67,4.26,0.00,1155.57,upi,,,46215.39434027778,12/07/2026 09:27:51,[],,,,order_Ao4wd2QQoDMLAo,rcpt-81043,[],,,,setl_MGhmHmSoDFzyZL,14/07/2026 09:27:51,CITIN26071421021948,Razorpay
payment,pay_Dr6WxzQ3D8xuLC,23260.50,INR,465.21,83.74,0.00,22711.55,card,credit,AXIS,2026-07-12 16:40:20,2026-12-07 16:40:20,[],,,,order_MTMzm2S6wJUGSu,rcpt-27470,[],,,,setl_MGhmHmSoDFzyZL,14/07/2026 16:40:20,CITIN26071421021948,Razorpay
payment,pay_SwsI4PkbjLX1NO,4333.50,INR,86.67,15.60,0.00,4231.23,upi,,,2026-12-07 23:53:49,46215.99570601852,[],,,,order_qDgMfAFqgT6IXG,rcpt-33601,[],,,,setl_MGhmHmSoDFzyZL,14/07/2026 23:53:49,CITIN26071421021948,Razorpay
payment,pay_0xvX4qPaPZS4tO,322.50,INR,6.45,1.16,0.00,314.89,upi,,,12/07/2026 06:06:18,2026-07-12 06:06:18,[],,,,order_DZ7Q8Amw6pyIMt,rcpt-50078,[],,,,setl_MGhmHmSoDFzyZL,46217.254375,CITIN26071421021948,Razorpay
payment,pay_qoLUFZtRiD6TOh,4554.00,INR,91.08,16.39,0.00,4446.53,wallet,,,12/07/2026 13:19:47,2026-07-12 13:19:47,[],,,,order_4Iq3JtZmk9wX1b,rcpt-52139,[],,,,setl_MGhmHmSoDFzyZL,2026-14-07 13:19:47,CITIN26071421021948,Razorpay
payment,pay_Yc2bLKh8nqtMXF,15856.00,INR,277.48,49.95,0.00,15528.57,netbanking,,SBIN,12/07/2026 20:32:16,2026-07-12 20:32:16,[],,,,order_q6ul6h3iKFfRWV,rcpt-26948,[],,,,setl_MGhmHmSoDFzyZL,2026-14-07 20:32:16,CITIN26071421021948,Razorpay
payment,pay_iZQC1QAQ7765Ch,573.00,INR,11.46,2.06,0.00,559.48,upi,,,2026-07-12 03:45:45,2026-07-12 03:45:45,[],,,,order_9TQ28AyTILqbI8,rcpt-73945,[],,,,setl_MGhmHmSoDFzyZL,2026-14-07 03:45:45,CITIN26071421021948,Razorpay
payment,pay_tpfWNZOA6hmWOl,4028.00,INR,80.56,14.50,0.00,3932.94,upi,,,12/07/2026 10:58:14,2026-07-12 10:58:14,[],,,,order_I7NF4jCFKvSBe8,rcpt-29636,[],,,,setl_MGhmHmSoDFzyZL,46217.45710648148,CITIN26071421021948,Razorpay
payment,pay_bOL24Yby1F4YU9,3735.50,INR,74.71,13.45,0.00,3647.34,wallet,,,12/07/2026 17:11:43,12/07/2026 17:11:43,[],,,,order_XUvvBDQoNlg1kx,rcpt-98503,[],,,,setl_MGhmHmSoDFzyZL,2026-07-14 17:11:43,CITIN26071421021948,Razorpay
payment,pay_ZLpyzRvp7oKNqe,3437.50,INR,68.75,12.38,0.00,3356.37,card,credit,HDFC,2026-07-12 00:24:12,2026-07-12 00:24:12,[],,,,order_Gq6atbXA9dnEXI,rcpt-48368,[],,,,setl_MGhmHmSoDFzyZL,2026-07-14 00:24:12,CITIN26071421021948,Razorpay
payment,pay_xBXnZO3iNiLAre,920.00,INR,18.40,3.31,0.00,898.29,upi,,,2026-07-12 07:37:41,2026-07-12 07:37:41,[],,,,order_zKSAgfBNSx1lb1,rcpt-41652,[],,,,setl_MGhmHmSoDFzyZL,14/07/2026 07:37:41,CITIN26071421021948,Razorpay
payment,pay_kiojzIO2NNCWh9,3054.50,INR,61.09,11.00,0.00,2982.41,upi,,,2026-07-12 14:50:10,2026-07-12 14:50:10,[],,,,order_mZ304be5hr1PIN,rcpt-31205,[],,,,setl_MGhmHmSoDFzyZL,2026-07-14 14:50:10,CITIN26071421021948,Razorpay
payment,pay_KefphOH7rkJhNq,2811.00,INR,70.28,12.65,0.00,2728.07,card,credit,,12/07/2026 21:03:39,2026-07-12 21:03:39,[],,,,order_Qx6T9QQjawjpoo,rcpt-91037,[],,,,setl_MGhmHmSoDFzyZL,2026-07-14 21:03:39,CITIN26071421021948,Razorpay
payment,pay_GjgH5DvttH5FAt,504.00,INR,10.08,1.81,0.00,492.11,upi,,,12/07/2026 04:16:08,2026-07-12 04:16:08,[],,,,order_xQsPkyUnaArVLW,rcpt-84416,[],,,,setl_MGhmHmSoDFzyZL,2026-07-14 04:16:08,CITIN26071421021948,Razorpay
payment,pay_nQJD2veUTKsW6d,18998.50,INR,379.97,68.39,0.00,18550.14,upi,,,46215.478900462964,2026-07-12 11:29:37,[],,,,order_ARPayXJ1Cp36Gq,rcpt-42092,[],,,,setl_MGhmHmSoDFzyZL,14/07/2026 11:29:37,CITIN26071421021948,Razorpay
payment,pay_G8fsesXCln2ueM,1940.50,INR,38.81,6.99,0.00,1894.70,upi,,,46215.77923611111,2026-07-12 18:42:06,[],,,,order_WisepRn75Fhsy2,rcpt-31354,[],,,,setl_MGhmHmSoDFzyZL,2026-07-14 18:42:06,CITIN26071421021948,Razorpay
payment,pay_jwNottQsFXdMx6,775.50,INR,9.31,1.68,0.00,764.51,card,debit,ICICI,2026-07-12 01:55:35,2026-07-12 01:55:35,[],,,,order_ZnFrQza7YEPBYn,rcpt-33547,[],,,,setl_MGhmHmSoDFzyZL,14/07/2026 01:55:35,CITIN26071421021948,Razorpay
payment,pay_ohmT4NUY4rGKeV,2997.00,INR,59.94,10.79,0.00,2926.27,card,credit,,2026-07-12 08:08:04,12/07/2026 08:08:04,[],,,,order_sGFdTjf0xbA8QW,rcpt-90494,[],,,,setl_MGhmHmSoDFzyZL,2026-07-14 08:08:04,CITIN26071421021948,Razorpay
payment,pay_Dx0AjOgTDrdjX4,21301.50,INR,426.03,76.69,0.00,20798.78,upi,,,2026-07-12 15:21:33,2026-07-12 15:21:33,[],,,,order_RDd21AtdMRaysy,rcpt-45713,[],,,,setl_MGhmHmSoDFzyZL,14/07/2026 15:21:33,CITIN26071421021948,Razorpay
payment,pay_aa6NXLk2ZCGlz6,4630.50,INR,92.61,16.67,0.00,4521.22,upi,,,46215.940300925926,2026-07-12 22:34:02,[],,,,order_LNfKQjMXmE5xqs,rcpt-61938,[],,,,setl_MGhmHmSoDFzyZL,2026-07-14 22:34:02,CITIN26071421021948,Razorpay
payment,pay_ehxEBPTIr4x2b8,568.00,INR,11.36,2.04,0.00,554.60,upi,,,46215.24133101852,2026-07-12 05:47:31,[],,,,order_nhBod0vYwzmADK,rcpt-91781,[],,,,setl_MGhmHmSoDFzyZL,2026-07-14 05:47:31,CITIN26071421021948,Razorpay
payment,pay_BWOTvlLa1gbf3L,2575.00,INR,51.50,9.27,0.00,2514.23,upi,,,46215.5,12/07/2026 12:00:00,[],,,,order_vlM5funtq9BZX7,rcpt-32995,[],,,,setl_MGhmHmSoDFzyZL,2026-07-14 12:00:00,CITIN26071421021948,Razorpay
payment,pay_VIBNUqqdOlHzfG,623.00,INR,12.46,2.24,0.00,608.30,wallet,,,2026-07-12 19:13:29,2026-07-12 19:13:29,[],,,,order_GbfG3Zjym6nGoL,rcpt-62484,[],,,,setl_MGhmHmSoDFzyZL,2026-07-14 19:13:29,CITIN26071421021948,Razorpay
payment,pay_0UejLwU26hPGFU,8627.00,INR,172.54,31.06,0.00,8423.40,upi,,,2026-07-12 02:26:58,46215.102060185185,[],,,,order_AFHk9encB7rY9V,rcpt-25757,[],,,,setl_MGhmHmSoDFzyZL,2026-07-14 02:26:58,CITIN26071421021948,Razorpay
payment,pay_ml3fITJwvtKcmP,724.00,INR,12.67,2.28,0.00,709.05,netbanking,,ICICI,2026-12-07 09:39:27,2026-07-12 09:39:27,[],,,,order_nbEhYIzawAae0q,rcpt-70219,[],,,,setl_MGhmHmSoDFzyZL,2026-07-14 09:39:27,CITIN26071421021948,Razorpay
payment,pay_fKVCycrs0ZYt2r,22085.50,INR,441.71,79.51,0.00,21564.28,upi,,,12/07/2026 16:52:56,12/07/2026 16:52:56,[],,,,order_Kz1GkyNPnXXYEs,rcpt-19221,[],,,,setl_MGhmHmSoDFzyZL,2026-07-14 16:52:56,CITIN26071421021948,Razorpay
payment,pay_5OS1trepkITsFa,799.50,INR,15.99,2.88,0.00,780.63,card,credit,,2026-07-12 23:05:25,2026-07-12 23:05:25,[],,,,order_7ZMSP6z26WEoNy,rcpt-27018,[],,,,setl_MGhmHmSoDFzyZL,2026-07-14 23:05:25,CITIN26071421021948,Razorpay
payment,pay_9GrodG9ygx12rf,16117.00,INR,322.34,58.02,0.00,15736.64,upi,,,12/07/2026 06:18:54,2026-12-07 06:18:54,[],,,,order_mg56vREqbVseZF,rcpt-48173,[],,,,setl_MGhmHmSoDFzyZL,14/07/2026 06:18:54,CITIN26071421021948,Razorpay
payment,pay_CqS3ttI1ycZWbG,24933.00,INR,872.66,157.08,0.00,23903.26,card,credit,SBIN,13/07/2026 13:31:23,2026-07-13 13:31:23,[],,,,order_Hk11jiiC0ysenV,rcpt-20920,[],,,,setl_SRLAXwKHOsT57S,14/07/2026 13:31:23,CITIN26071419658777,Razorpay
payment,pay_Lj2JxzxsHb0WnZ,17698.50,INR,353.97,63.71,0.00,17280.82,upi,,,46216.86449074074,2026-07-13 20:44:52,[],,,,order_ng93AtVP7wKGjd,rcpt-74082,[],,,,setl_SRLAXwKHOsT57S,2026-07-14 20:44:52,CITIN26071419658777,Razorpay
payment,pay_uATIEX1OjSI63I,7342.50,INR,146.85,26.43,0.00,7169.22,upi,,,46216.164826388886,13/07/2026 03:57:21,[],,,,order_r2Dx4NBWNU0UoF,rcpt-67159,[],,,,setl_SRLAXwKHOsT57S,2026-07-14 03:57:21,CITIN26071419658777,Razorpay
payment,pay_3B3VhyooiJStFS,548.50,INR,10.97,1.97,0.00,535.56,upi,,,2026-07-13 10:10:50,2026-07-13 10:10:50,[],,,,order_3x15PB8vLwHgTY,rcpt-11068,[],,,,setl_SRLAXwKHOsT57S,46217.42418981482,CITIN26071419658777,Razorpay
payment,pay_CwXp3fCQZSfzgK,425.00,INR,8.50,1.53,0.00,414.97,card,credit,SBIN,2026-07-13 17:23:19,2026-07-13 17:23:19,[],,,,order_lzPUaF3r06V3Vg,rcpt-60121,[],,,,setl_SRLAXwKHOsT57S,46217.72452546296,CITIN26071419658777,Razorpay
payment,pay_ECAi0uryaNsQLd,24239.50,INR,484.79,87.26,0.00,23667.45,upi,,,2026-07-13 00:36:48,2026-13-07 00:36:48,[],,,,order_YpwBTre5FJRwB9,rcpt-44217,[],,,,setl_SRLAXwKHOsT57S,2026-07-14 00:36:48,CITIN26071419658777,Razorpay
payment,pay_XfWswndsepSjsH,21978.00,INR,439.56,79.12,0.00,21459.32,card,credit,SBIN,46216.325891203705,46216.325891203705,[],,,,order_4wKltjJ4Wfs0qq,rcpt-64149,[],,,,setl_SRLAXwKHOsT57S,2026-07-14 07:49:17,CITIN26071419658777,Razorpay
payment,pay_7B5ihvlc8LGiWq,3979.50,INR,139.28,25.07,0.00,3815.15,card,credit,HDFC,13/07/2026 14:02:46,13/07/2026 14:02:46,[],,,,order_CHrfrsGTCEqBm6,rcpt-92599,[],,,,setl_SRLAXwKHOsT57S,2026-07-14 14:02:46,CITIN26071419658777,Razorpay
payment,pay_zV8KsH9Vwt2byz,24237.00,INR,484.74,87.25,0.00,23665.01,upi,,,2026-07-13 21:15:15,13/07/2026 21:15:15,[],,,,order_89BWrqjiCvN2WL,rcpt-26743,[],,,,setl_SRLAXwKHOsT57S,2026-07-14 21:15:15,CITIN26071419658777,Razorpay
payment,pay_VwuVlQMd37uuDh,2985.00,INR,59.70,10.75,0.00,2914.55,upi,,,2026-07-13 04:28:44,46216.18662037037,[],,,,order_mV3fNHuqU6iafp,rcpt-52239,[],,,,setl_SRLAXwKHOsT57S,2026-07-14 04:28:44,CITIN26071419658777,Razorpay
payment,pay_L7tVBKnkXA7mAX,22433.50,INR,448.67,80.76,0.00,21904.07,card,credit,AXIS,2026-07-13 11:41:13,13/07/2026 11:41:13,[],,,,order_67GYK3zxWcrStq,rcpt-21686,[],,,,setl_SRLAXwKHOsT57S,46217.48695601852,CITIN26071419658777,Razorpay
payment,pay_mDNMMCrlPwiAh5,3434.00,INR,68.68,12.36,0.00,3352.96,upi,,,2026-07-13 18:54:42,2026-07-13 18:54:42,[],,,,order_ihbK6DNfabe1y5,rcpt-85550,[],,,,setl_SRLAXwKHOsT57S,2026-07-14 18:54:42,CITIN26071419658777,Razorpay
payment,pay_Y480KNqaK9cu3h,3468.50,INR,60.70,10.93,0.00,3396.87,netbanking,,SBIN,46216.04665509259,13/07/2026 01:07:11,[],,,,order_MrnPs5orQyWqcC,rcpt-24502,[],,,,setl_SRLAXwKHOsT57S,14/07/2026 01:07:11,CITIN26071419658777,Razorpay
payment,pay_NfD4IlBOkIwNMf,1565.50,INR,31.31,5.64,0.00,1528.55,upi,,,13/07/2026 08:20:40,2026-07-13 08:20:40,[],,,,order_n9hLH0qaUlHZjp,rcpt-22064,[],,,,setl_SRLAXwKHOsT57S,14/07/2026 08:20:40,CITIN26071419658777,Razorpay
payment,pay_y9tbVQfZg1S4nE,4765.50,INR,95.31,17.16,0.00,4653.03,upi,,,2026-07-13 15:33:09,13/07/2026 15:33:09,[],,,,order_GdB7RqWfMaaEdA,rcpt-89413,[],,,,setl_SRLAXwKHOsT57S,2026-14-07 15:33:09,CITIN26071419658777,Razorpay
payment,pay_0klwDPA4b2nX3E,2388.00,INR,28.66,5.16,0.00,2354.18,card,debit,,13/07/2026 22:46:38,2026-07-13 22:46:38,[],,,,order_DMDycVJHLrvfSB,rcpt-36521,[],,,,setl_SRLAXwKHOsT57S,2026-07-14 22:46:38,CITIN26071419658777,Razorpay
payment,pay_oFJUcPVoHvahe2,4565.50,INR,91.31,16.44,0.00,4457.75,card,credit,AXIS,46216.249386574076,2026-07-13 05:59:07,[],,,,order_h1WJTPgNVDNpct,rcpt-95243,[],,,,setl_SRLAXwKHOsT57S,14/07/2026 05:59:07,CITIN26071419658777,Razorpay
payment,pay_CFA9mDpTli3mfz,2709.00,INR,54.18,9.75,0.00,2645.07,upi,,,2026-07-13 12:12:36,2026-07-13 12:12:36,[],,,,order_udtaa0pnore4Qm,rcpt-83456,[],,,,setl_SRLAXwKHOsT57S,14/07/2026 12:12:36,CITIN26071419658777,Razorpay
payment,pay_Ycj3xeZnkB8EUA,928.00,INR,11.14,2.01,0.00,914.85,card,debit,SBIN,13/07/2026 19:25:05,13/07/2026 19:25:05,[],,,,order_tXlyVpDkduJNmN,rcpt-45636,[],,,,setl_SRLAXwKHOsT57S,2026-07-14 19:25:05,CITIN26071419658777,Razorpay
payment,pay_uSA4G5QAz1kVBq,1197.50,INR,23.95,4.31,0.00,1169.24,upi,,,2026-07-13 02:38:34,2026-13-07 02:38:34,[],,,,order_CiflnS91i0KV03,rcpt-45352,[],,,,setl_SRLAXwKHOsT57S,2026-07-14 02:38:34,CITIN26071419658777,Razorpay
payment,pay_T65E5dl2qYP8h5,21888.50,INR,437.77,78.80,0.00,21371.93,upi,,,46216.41045138889,2026-07-13 09:51:03,[],,,,order_Uz4vrTkgyuJhDK,rcpt-50681,[],,,,setl_SRLAXwKHOsT57S,14/07/2026 09:51:03,CITIN26071419658777,Razorpay
payment,pay_q7sL2CRJ7gbplj,666.00,INR,7.99,1.44,0.00,656.57,card,debit,AXIS,2026-07-13 16:04:32,2026-13-07 16:04:32,[],,,,order_fm5shS5pODO8jC,rcpt-35409,[],,,,setl_SRLAXwKHOsT57S,2026-07-14 16:04:32,CITIN26071419658777,Razorpay
payment,pay_RRM7HCA7GnO7IZ,222.00,INR,3.89,0.70,0.00,217.41,netbanking,,SBIN,46216.97015046296,2026-07-13 23:17:01,[],,,,order_jMRvyKdBs81CVm,rcpt-29446,[],,,,setl_SRLAXwKHOsT57S,2026-07-14 23:17:01,CITIN26071419658777,Razorpay
